collected_at_utc,collected_at_germany,system_name,domain,city_uid,city_name,place_uid,place_number,name,address,lat,lng,is_station,is_floating_bike,active_place,maintenance,terminal_type,place_type,booked_bikes,bikes,bikes_available_to_rent,bike_racks,free_racks,special_racks,free_special_racks,bike_types_json,bike_count_from_list
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,74473055,42652,Schwimmbad Mombach,Obere Kreuzstraße,50.012979,8.21816,True,False,1,False,,14,0,8,8,30,22,0,0,"{""188"": 3, ""191"": 5}",8
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,74473056,42622,Emrichruhstraße,De-la-Roche-Anlage / Scharnhorststraße,50.019992,8.221492,True,False,1,False,,19,0,12,12,20,7,0,0,"{""188"": 6, ""191"": 5, ""295"": 1}",12
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,74473057,42653,Mombach Bahnhof,Hauptstraße / Ecke Nestlestraße,50.02159,8.228762,True,False,1,False,,14,0,27,27,20,0,0,0,"{""188"": 13, ""191"": 4, ""225"": 2, ""295"": 2, ""348"": 6}",27
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,74473058,42623,Dr.-Martin-Luther-King-Weg,Haltestelle King-Park-Center / Bruchwegstation,49.999747,8.246484,True,False,1,False,,14,0,2,2,20,17,0,0,"{""295"": 1, ""348"": 1}",2
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,74473059,42654,Kirsteinstraße,Kirsteinstrasse,49.990625,8.250502,True,False,1,False,,14,0,9,9,20,5,0,0,"{""191"": 7, ""348"": 2}",9
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,74473060,42624,Mombach Westring,Westring,50.016568,8.217775,True,False,1,False,,19,0,3,3,8,5,0,0,"{""188"": 1, ""191"": 1, ""348"": 1}",3
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,74473061,42655,Hugo-Eckener-Straße / Karlsbader Straße,Hugo-Eckener-Straße / Karlsbader Straße,50.00603,8.225536,True,False,1,False,,19,0,0,0,16,13,0,0,{},0
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,74473062,42625,Max-Planck-Straße / Viermorgenweg,Max-Planck-Straße / Finther Landstraße,49.998643,8.194755,True,False,1,False,,14,0,6,6,16,10,0,0,"{""188"": 2, ""191"": 1, ""295"": 1, ""348"": 2}",6
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,74473063,42656,Marc-Chagall-Straße,"Marc-Chagall-Str., nahe Eingang Spielplatz",49.972022,8.190241,True,False,1,False,,19,0,1,1,10,9,0,0,"{""295"": 1}",1
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,74473064,42626,Curt-Goetz-Straße / An den Platzäckern,Curt-Goetz-Straße / An den Platzäckern,49.974945,8.196199,True,False,1,False,,14,0,0,0,11,10,0,0,{},0
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,74473065,42657,Ortsverwaltung Ebersheim,OV Ebersheim,49.913372,8.244151,True,False,1,False,,14,0,3,3,8,5,0,0,"{""191"": 2, ""348"": 1}",3
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,74473067,42658,Daniel-Brendel-Straße,Daniel-Brendel-Str.,49.979721,8.193356,True,False,1,False,,19,0,5,5,6,1,0,0,"{""188"": 2, ""191"": 2, ""348"": 1}",5
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,74473068,42628,Töngeshof,Töngeshof am Kreisel,49.915838,8.254801,True,False,1,False,,14,0,4,4,7,3,0,0,"{""188"": 1, ""191"": 3}",4
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,74473069,42659,Gutenberg Center - Eingang C,,49.968078,8.228153,True,False,1,False,,19,0,1,1,6,5,0,0,"{""191"": 1}",1
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,74473070,42629,Gutenberg Center - Eingang A,,49.96694,8.230034,True,False,1,False,,19,0,3,3,6,3,0,0,"{""188"": 2, ""348"": 1}",3
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,74473071,42660,Bürgerhaus Finthen,"Am Obstmarkt 24, 55126 Mainz",49.985151,8.178292,True,False,1,False,,14,0,0,0,8,8,0,0,{},0
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,74473073,42630,Bürgerhaus Hechtsheim,"Am Heuergrund 8, 55129 Mainz",49.95766,8.275326,True,False,1,False,,14,0,2,2,8,6,0,0,"{""188"": 1, ""295"": 1}",2
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,74473074,42661,ZDF / Sendezentrum 2,Otto-Schott-Str. vor SZ2,49.961655,8.214281,True,False,1,False,,14,0,8,8,22,14,0,0,"{""188"": 7, ""191"": 1}",8
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,74473075,42631,ZDF / Sendezentrum 1,ZDF-Str. ; auf Parkplatzgelände vor Hochhaus,49.962281,8.207161,True,False,1,False,,14,0,1,1,22,21,0,0,"{""295"": 1}",1
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,74473077,42632,Münsterplatz,Münsterplatz,50.000082,8.263849,True,False,1,False,,14,0,3,3,14,11,0,0,"{""188"": 1, ""225"": 2}",3
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,86323060,42756,Neckarstraße Ginsheim,Nackarstr. Ginsheim,49.964278,8.351361,True,False,1,False,,19,0,5,5,6,1,0,0,"{""188"": 1, ""191"": 2, ""295"": 1, ""348"": 1}",5
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,87678098,42663,Marienhaus Klinikum Mainz,,49.98862,8.26988,True,False,1,False,,19,0,0,0,12,11,0,0,{},0
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,87678230,42664,Zitadelle,,49.993313,8.273351,True,False,1,False,,14,0,0,0,12,12,0,0,{},0
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,99038375,42758,Reisinger Weg / Universitätsmedizin,,49.993889,8.25551,True,False,1,True,,19,0,0,0,10,10,0,0,{},0
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,99038856,42759,Helmholtzweg / Universitätsmedizin,,49.992017,8.259295,True,False,1,True,,14,0,0,0,10,10,0,0,{},0
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,99039004,42761,Sirius GutenbergPark,,49.95663,8.255294,True,False,1,False,,14,0,1,1,6,3,0,0,"{""295"": 1}",1
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,99040633,42760,Universitätsmedizin Haupteingang,,49.993256,8.259366,True,False,1,False,,14,0,0,0,10,9,0,0,{},0
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,107182231,42762,MEWA ARENA,"Eugen-Salomon-Straße 1, 55128 Mainz",49.98609,8.22517,True,False,1,True,,19,0,1,1,30,29,0,0,"{""348"": 1}",1
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,165353979,42764,Fischtorplatz,,49.999894,8.276467,True,False,1,True,,19,0,22,22,7,0,0,0,"{""188"": 15, ""191"": 7}",22
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,165354102,42765,Am Römerlager,,49.993901,8.260476,True,False,1,True,,19,0,1,1,6,5,0,0,"{""225"": 1}",1
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,165354509,42767,Auenstraße / Ingelheimer Aue,,50.024902,8.238479,True,False,1,True,,19,0,1,1,8,7,0,0,"{""191"": 1}",1
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,165355001,42770,Isaac-Fulda-Alle,,49.994022,8.222331,True,False,1,True,,14,0,2,2,8,2,0,0,"{""191"": 1, ""295"": 1}",2
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,165355230,42771,Jakob-Heinz-Str. / Campusbrücke,,49.989806,8.226917,True,False,1,False,,14,0,2,2,6,2,0,0,"{""191"": 1, ""225"": 1}",2
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,209228533,42772,Ernst-Reuter-Straße,,49.962726,8.318887,True,False,1,True,,19,0,8,8,5,0,0,0,"{""191"": 3, ""295"": 3, ""348"": 2}",8
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,209609180,42768,An der Goldgrube,,49.987738,8.271972,True,False,1,False,,14,0,1,1,28,26,0,0,"{""295"": 1}",1
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,209609612,42769,Elly-Beinhorn-Straße,,49.978053,8.276287,True,False,1,False,,14,0,12,12,28,15,0,0,"{""188"": 4, ""191"": 8}",12
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,223607831,42778,Haltestelle Georg-Mangold-Schule,,49.983794,8.359507,True,False,1,True,,19,0,6,6,6,0,0,0,"{""191"": 4, ""295"": 1, ""348"": 1}",6
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,223608340,42776,Bischofsheim Bahnhof (Bahnhofsplatz & An der Bahn),,49.992449,8.357958,True,False,1,True,,14,0,14,14,14,0,0,0,"{""188"": 6, ""191"": 2, ""295"": 2, ""348"": 4}",14
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,223610983,42783,Römerstraße / Klinkerteich,,49.987943,8.350091,True,False,1,True,,19,0,4,4,6,2,0,0,"{""188"": 4}",4
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,223612523,42779,Haltestelle Rheinstraße,,49.98823,8.35561,True,False,1,True,,14,0,7,7,8,1,0,0,"{""188"": 2, ""191"": 4, ""295"": 1}",7
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,223615658,42780,Haltestelle Am Mainweg,,49.99128,8.35152,True,False,1,True,,19,0,4,4,6,2,0,0,"{""188"": 3, ""348"": 1}",4
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,223616276,42781,Haltestelle An den Sportstätten,,49.97726,8.3472,True,False,1,True,,19,0,4,4,8,4,0,0,"{""188"": 1, ""191"": 1, ""348"": 2}",4
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,223616641,42782,Böcklersiedlung / Ulmenstraße,,49.99447,8.36118,True,False,1,True,free,19,0,7,7,8,1,0,0,"{""188"": 6, ""295"": 1}",7
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,223622524,42784,Bürgerhaus Bischofsheim,,49.984768,8.362685,True,False,1,True,,19,0,4,4,6,2,0,0,"{""188"": 3, ""191"": 1}",4
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,224375031,42786,Bahnhof Kastel - DB Mobility Hub ,Neben Haupteingang Bahnhof Mainz-kastel,50.007108,8.28278,True,False,1,False,,14,0,8,8,7,0,0,0,"{""188"": 3, ""191"": 3, ""295"": 1, ""348"": 1}",8
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,287734136,42777,Kunsthalle / Zollhafen,,50.012152,8.261673,True,False,1,False,,19,0,1,1,12,10,0,0,"{""191"": 1}",1
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,318706527,42788,HBF / DB Mobility Hub,,50.000732,8.259949,True,False,1,False,,14,0,7,7,7,0,0,0,"{""188"": 3, ""191"": 4}",7
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,444344630,42811,Am Mombacher Kreisel ,,50.025973,8.220928,True,False,1,True,,14,0,4,4,8,4,0,0,"{""188"": 3, ""191"": 1}",4
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,452538987,42814,Kantstraße,"Kantstraße 4, 55122 Mainz",49.995466,8.238678,True,False,1,False,,19,0,4,4,10,6,0,0,"{""188"": 1, ""191"": 3}",4
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,501451793,42816,Zwerchallee,Zwerchallee/Hattenbergstraße,50.016509,8.239789,True,False,1,False,,19,0,14,14,8,0,0,0,"{""188"": 12, ""191"": 2}",14
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,502213702,42817,Bahnhof Gonsenheim ,"Raiffeisenstraße 23, 55124 Mainz ",49.998857,8.214394,True,False,1,False,,19,0,6,6,6,0,0,0,"{""188"": 3, ""191"": 1, ""348"": 2}",6
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,502214165,42818,An der Nonnenwiese,"An der Nonnenwiese/Mainzer Str., 55124 Mainz ",50.000895,8.224114,True,False,1,False,,19,0,2,2,6,4,0,0,"{""188"": 1, ""191"": 1}",2
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,502215205,42819,Katzenberg/Nelkenweg,"Katzenberg/Nelkenweg, 55126 Mainz ",49.987307,8.183033,True,False,1,False,,19,0,4,4,6,2,0,0,"{""295"": 2, ""348"": 2}",4
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,530063837,42820,Wohnbau Mainz - Am Karoline-Stern-Platz,,50.013731,8.254461,True,False,1,True,,14,0,17,17,6,0,0,0,"{""188"": 11, ""191"": 3, ""225"": 1, ""295"": 1, ""348"": 1}",17
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,530064703,42821,Wohnbau Mainz - Am Hartenbergpark,,50.00858,8.240384,True,False,1,True,,14,0,2,2,9,6,0,0,"{""188"": 1, ""348"": 1}",2
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,546567710,42824,Kettelerstaße / Friedhof Finthen ,Kettelerstraße,49.987845,8.167671,True,False,1,False,,14,0,2,2,6,4,0,0,"{""188"": 1, ""191"": 1}",2
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,546568652,42825,Heiligkreuz-Viertel - Quartierspark Nord ,,49.981075,8.282168,True,False,1,False,,14,0,6,6,20,14,0,0,"{""188"": 3, ""191"": 2, ""225"": 1}",6
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,550435886,42826,Uni / Hahn-Meitner-Weg,Hahn-Meitner-Weg / Duesbergweg,49.99075,8.231329,True,False,1,False,,14,0,0,0,8,7,0,0,{},0
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,550436626,42827,Uni / Dahlheimer-Weg,Dahlheimer-Weg / Staudingerweg,49.988825,8.236248,True,False,1,False,,14,0,0,0,10,6,0,0,{},0
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,582273921,42829,Bettelpfad / Im Leimen ,,49.981533,8.293567,True,False,1,False,,19,0,0,0,6,6,0,0,{},0
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,608674277,42830,MVG Mitarbeitendenparkplatz 1,,50.018451,8.250353,True,False,1,False,,14,0,19,19,10,0,0,0,"{""188"": 12, ""191"": 6, ""348"": 1}",19
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,608674521,42831,MVG Mitarbeitendenparkplatz 2,,50.01813,8.2522,True,False,1,False,,14,0,3,3,10,7,0,0,"{""188"": 2, ""348"": 1}",3
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,621827424,42832,Wohnbau Mainz - King-Park-Center,Fritz-Bockius-Straße,50.000199,8.247735,True,False,1,True,,14,0,2,2,13,11,0,0,"{""225"": 1, ""295"": 1}",2
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,630993735,0,BIKE 556215,,49.982059,8.357176,False,True,1,False,,12,0,1,1,0,0,0,0,"{""348"": 1}",1
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,631150042,0,BIKE 555687,,49.981924,8.306396,False,True,1,False,,12,0,1,1,0,0,0,0,"{""188"": 1}",1
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,631225564,0,BIKE 555497,,50.008724,8.255529,False,True,1,False,,12,0,1,1,0,0,0,0,"{""188"": 1}",1
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,631228177,0,BIKE 557047,,50.000804,8.262112,False,True,1,False,,12,0,1,1,0,0,0,0,"{""191"": 1}",1
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,631231732,0,BIKE 555725,,50.001,8.261828,False,True,1,False,,12,0,1,1,0,0,0,0,"{""188"": 1}",1
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,631233544,0,BIKE 557195,,50.016542,8.225179,False,True,1,False,,12,0,1,1,0,0,0,0,"{""191"": 1}",1
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,631238487,0,BIKE 557321,,50.013622,8.247919,False,True,1,False,,12,0,1,1,0,0,0,0,"{""191"": 1}",1
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,631250428,0,BIKE 555331,,50.001098,8.261993,False,True,1,False,,12,0,1,1,0,0,0,0,"{""188"": 1}",1
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,631253166,0,BIKE 557308,,50.005702,8.221397,False,True,1,False,,12,0,1,1,0,0,0,0,"{""191"": 1}",1
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,631287938,0,BIKE 555917,,49.997378,8.412207,False,True,1,False,,12,0,1,1,0,0,0,0,"{""188"": 1}",1
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,631290335,0,BIKE 556269,,49.996146,8.267669,False,True,1,False,,12,0,1,1,0,0,0,0,"{""348"": 1}",1
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,631290485,0,BIKE 555658,,49.994809,8.31868,False,True,1,False,,12,0,1,1,0,0,0,0,"{""188"": 1}",1
2026-07-16T20:45:28+00:00,2026-07-16T22:45:28+02:00,meinRad,mz,755,Mainz,631298538,0,BIKE 556185,,49.996249,8.267468,False,True,1,False,,20,0,1,1,0,0,0,0,"{""295"": 1}",1
